date,gold_usd,gold_jpy,audjpy,zarjpy,cadjpy,chfjpy,audusd,zarusd,cadusd,chfusd,jpy_per_usd,vix,usd_broad,eur_per_usd,gbp_per_usd,aud_per_usd,zar_per_usd,cad_per_usd,chf_per_usd
2012-02-02,1751.0,133303.63,81.59699892818863,9.980989839396917,76.24436654982473,83.25678040244969,1.0718113612004287,0.13110455588331693,1.0015022533800702,1.0936132983377078,76.13,17.98,89.8765,0.7595,0.6324,0.933,7.6275,0.9985,0.9144
2012-02-03,1734.0,132720.36000000002,82.37193284545846,10.100290314067037,76.97103781174579,83.123370981755,1.076194575979337,0.13196093956188967,1.005631536604988,1.0860121633362294,76.54,17.1,89.8491,0.763,0.6338,0.9292,7.578,0.9944,0.9208
2012-02-06,1719.0,131572.26,82.23033949290934,10.145811240721104,76.90143675273788,83.30430996952548,1.0743446497636442,0.1325556733828208,1.0047221943132725,1.08837614279495,76.54,17.76,89.7907,0.7616,0.6316,0.9308,7.544,0.9953,0.9188
2012-02-07,1724.0,132541.12,83.01479321887484,10.160576224145906,77.289635065849,84.21513856939423,1.0797969981643452,0.1321615013546554,1.0053282396702523,1.0954102311315588,76.88,17.65,89.5968,0.7551,0.6293,0.9261,7.5665,0.9947,0.9129
2012-02-08,1746.0,134267.40000000002,82.93787748058672,10.138297451582709,77.13913130705187,84.26473811089197,1.0785159620362381,0.13183741809600402,1.0031096398836392,1.0957703265395573,76.9,18.16,89.6555,0.7545,0.6321,0.9272,7.5851,0.9969,0.9126
2012-02-09,1748.0,135330.16,83.66111951588502,10.206314679322393,77.87948898501158,85.04888498297265,1.080613788631943,0.1318304660206974,1.0059350165979277,1.0985389432055366,77.42,18.63,89.6246,0.752,0.6314,0.9254,7.5855,0.9941,0.9103
2012-02-10,1711.5,132761.055,82.81199957296893,10.018727801097835,77.44608626198082,84.5357454228422,1.0675776662752217,0.12915724895059735,0.998402555910543,1.0897994768962511,77.57,20.79,90.1024,0.7583,0.635,0.9367,7.7425,1.0016,0.9176
2012-02-13,1720.0,133334.4,83.26530612244898,10.073026845812,77.55877938969483,84.73057164717454,1.0741138560687433,0.12994100678292056,1.0005002501250624,1.0930156301235108,77.52,19.04,89.8895,0.7569,0.6337,0.931,7.6958,0.9995,0.9149
2012-02-14,1722.0,134987.58,83.80372033354715,10.158750728957429,78.48418101722066,85.34567229178008,1.0690613641223006,0.12959243180198277,1.001201441730076,1.0887316276537833,78.39,19.54,90.1919,0.7605,0.6373,0.9354,7.7165,0.9988,0.9185
2012-02-15,1733.0,135555.26,84.02621119346868,10.162929085570251,78.49473156046162,84.80971484332646,1.074229240519927,0.12992750045474624,1.0035122930255895,1.0842459069717012,78.22,21.14,90.1932,0.7641,0.6365,0.9309,7.6966,0.9965,0.9223
2012-02-16,1713.0,134933.00999999998,84.74448628294782,10.119865873556277,79.07046777755471,85.53588880443044,1.0758472296933836,0.12847360509783265,1.003814495081309,1.085894233901618,78.77,19.22,90.3109,0.7628,0.6331,0.9295,7.7837,0.9962,0.9209
2012-02-17,1723.0,136685.59,84.84491978609626,10.23811060205201,79.56870611835507,86.41612200435729,1.06951871657754,0.1290572368845583,1.0030090270812437,1.0893246187363834,79.33,17.78,90.23,0.7605,0.6324,0.935,7.7485,0.997,0.918
2012-02-21,1748.0,139368.04,85.24537581524645,10.353604217798383,80.08236239453596,87.48079877112136,1.0691756655618518,0.12985832456789642,1.004419445560466,1.097213078779899,79.73,18.19,90.0117,0.7544,0.6331,0.9353,7.7007,0.9956,0.9114
2012-02-22,1752.0,140685.6,85.35289115646259,10.390517843741103,80.3080308030803,88.173932140112,1.0629251700680273,0.12939623715742346,1.000100010001,1.0980564401010213,80.3,18.19,90.2472,0.7547,0.6379,0.9408,7.7282,0.9999,0.9107
2012-02-23,1777.0,142533.16999999998,85.73108165882856,10.44265069652389,80.34658920164279,88.54178165360413,1.0688328345446771,0.1301913813305559,1.0017028949213664,1.1038745998454575,80.21,16.8,90.1108,0.7514,0.6369,0.9356,7.681,0.9983,0.9059
2012-02-24,1777.5,143764.19999999998,86.59528907922912,10.653740268977963,80.97717260712855,90.37881327522628,1.070663811563169,0.1317228025343467,1.001201441730076,1.117443289753045,80.88,17.31,89.9104,0.7428,0.6302,0.934,7.5917,0.9988,0.8949
2012-02-27,1772.0,142504.24,86.56620021528525,10.671585344816148,80.56501703065518,89.48481139423612,1.0764262648008611,0.1326981515147494,1.0018032458425166,1.1127183709803048,80.42,18.19,89.9635,0.7457,0.6311,0.929,7.5359,0.9982,0.8987
2012-02-28,1781.0,143263.63999999998,86.59705027451825,10.66815203840747,80.79550020088388,89.76676710188595,1.0765421466250404,0.1326224768573778,1.004419445560466,1.1159468809284678,80.44,17.96,89.8103,0.7434,0.6294,0.9289,7.5402,0.9956,0.8961
2012-02-29,1770.0,143547.0,87.40165966160147,10.862140551544941,82.20150010135819,89.88141416380361,1.077702338614075,0.13393514860104735,1.0135819987837016,1.108278842956888,81.1,18.43,89.7487,0.7486,0.6269,0.9279,7.4663,0.9866,0.9023
2012-03-01,1714.0,139108.24,87.67419250297073,10.872069658405893,82.41267262388301,89.66964976245718,1.0802635843145727,0.13395847287340926,1.0154346060113728,1.1048502927853276,81.16,17.26,89.7817,0.7508,0.6268,0.9257,7.465,0.9848,0.9051
2012-03-02,1707.0,139222.92,87.6518001074691,10.833355471136732,82.49216142409225,89.29275235384279,1.07469102632993,0.13282682039157348,1.0114291493880854,1.0948105977665863,81.56,17.29,90.135,0.7575,0.6308,0.9305,7.5286,0.9887,0.9134
2012-03-05,1705.0,138838.15000000002,86.86793257947515,10.78143205168944,81.95450885668278,89.32645897323388,1.0667804565820354,0.13240122868340218,1.0064412238325282,1.0969723562966214,81.43,18.05,90.2748,0.7561,0.6301,0.9374,7.5528,0.9936,0.9116
2012-03-06,1669.0,134955.34,85.31335724836464,10.556687033265444,80.75501847598122,88.02525582408012,1.0550749103186325,0.130555120371821,0.9987016878058523,1.0886131069018072,80.86,20.87,90.8237,0.7625,0.6361,0.9478,7.6596,1.0013,0.9186
2012-03-07,1677.5,135978.15,85.78685575193143,10.636120296016376,81.10866519911947,88.40658741411276,1.0583130489998942,0.13121293234661208,1.0006003602161297,1.0906314756243864,81.06,19.07,90.6837,0.7605,0.6351,0.9449,7.6212,0.9994,0.9169
2012-03-08,1690.0,137735.0,86.53641962200042,10.83791007859147,82.15725806451613,89.6392432908051,1.0617965597791463,0.13298049176185853,1.0080645161290323,1.0998680158380993,81.5,17.95,90.2598,0.7544,0.632,0.9418,7.5199,0.992,0.9092
2012-03-09,1687.5,139370.625,87.46161177591867,10.985634477254589,83.47483323226199,89.77173913043478,1.058985491898761,0.13301409949454643,1.0107135637760258,1.0869565217391304,82.59,17.11,90.4341,0.7629,0.6379,0.9443,7.518,0.9894,0.92
2012-03-12,1697.5,139551.47499999998,86.23728102381202,10.870025122305963,82.75619085967385,89.58265228288111,1.0489877268435959,0.1322226629644321,1.00664384940608,1.0896807235480004,82.21,15.64,90.6643,0.761,0.6404,0.9533,7.563,0.9934,0.9177
2012-03-13,1690.0,139695.4,87.12057335581787,10.979610812246795,83.45280161534578,89.8673624701022,1.0539629005059021,0.1328285847114299,1.0095911155981827,1.087192868014786,82.66,14.8,90.5363,0.7628,0.6355,0.9488,7.5285,0.9905,0.9198
2012-03-14,1644.25,137755.265,87.51697482502873,10.907433927873974,84.50675811983055,89.96027058949855,1.0446046171524077,0.1301913813305559,1.0086746015735324,1.0737678513905293,83.78,15.31,90.9325,0.7678,0.6375,0.9573,7.681,0.9914,0.9313
2012-03-15,1648.0,137245.44,87.68161718256475,10.942488864362018,83.883964544722,90.16890428757038,1.052853232259423,0.13139395850578792,1.0072522159548751,1.0827197921178,83.28,15.42,90.7866,0.7651,0.6382,0.9498,7.6107,0.9928,0.9236
2012-03-16,1658.0,138177.72,88.2091447925487,10.973008558262014,84.07990314769977,90.9825327510917,1.058425063505504,0.1316655694535879,1.0088781275221954,1.0917030567685588,83.34,14.47,90.5245,0.7592,0.6311,0.9448,7.595,0.9912,0.916
2012-03-19,1661.5,138419.565,88.37381987907075,11.058898490701287,84.33893500708646,91.45899659677242,1.0607828577490188,0.13274395019446988,1.0123506782749545,1.0978153474585575,83.31,15.04,90.292,0.7552,0.6292,0.9427,7.5333,0.9878,0.9109
2012-03-20,1656.75,138537.435,87.67956380413128,10.978363617267094,84.18403302124233,91.66849375137032,1.0485477613505296,0.13128873017540174,1.0067451927917044,1.0962508221881166,83.62,15.58,90.6065,0.7563,0.6306,0.9537,7.6168,0.9933,0.9122
2012-03-21,1649.25,137910.285,87.29512475206181,10.943880221966287,84.22643029814665,91.45794596959423,1.043950307965341,0.13087634802638468,1.0072522159548751,1.0937329104232747,83.62,15.13,90.6761,0.7582,0.631,0.9579,7.6408,0.9928,0.9143
2012-03-22,1635.5,134928.75,85.55428808462096,10.690267321472536,82.48350329934013,90.30210157618214,1.0370216737529814,0.12957899783603075,0.9998000399920016,1.094570928196147,82.5,15.57,90.8225,0.7579,0.6326,0.9643,7.7173,1.0002,0.9136
2012-03-23,1664.0,137030.4,86.10414052697615,10.67401166558652,82.49023339677451,90.64391854705558,1.0455876202425762,0.12961762799740764,1.0017028949213664,1.1007154650522841,82.35,14.82,90.6156,0.754,0.6304,0.9564,7.715,0.9983,0.9085
2012-03-26,1680.25,139191.91,87.07168383434939,10.907175773535222,83.49123160653095,91.62703240791949,1.0510826150935464,0.1316655694535879,1.0078613182826044,1.1060723371308483,82.84,14.26,90.3266,0.7503,0.6274,0.9514,7.595,0.9922,0.9041
2012-03-27,1692.0,140689.80000000002,87.223329487045,10.944965842229273,83.75302175664787,92.00044257579111,1.0489877268435959,0.13162917429018967,1.0072522159548751,1.1064394777605664,83.15,15.59,90.2796,0.7499,0.6261,0.9533,7.5971,0.9928,0.9038
2012-03-28,1676.0,138672.24,85.79427623392782,10.7553718363686,82.88089752579384,91.28420123565755,1.0369141435089175,0.12998999077071066,1.0017028949213664,1.1032656663724625,82.74,15.47,90.603,0.7519,0.6307,0.9644,7.6929,0.9983,0.9064
2012-03-29,1657.5,136379.1,84.96489054109871,10.623079505254731,82.29645929185837,90.57683839718186,1.0326311441553078,0.12910889043819557,1.0002000400080016,1.1008366358432409,82.28,15.48,90.7285,0.7539,0.6285,0.9684,7.7454,0.9998,0.9084
2012-03-30,1662.5,137006.625,85.4343769438109,10.760592805379643,82.49249249249249,91.30290272545979,1.036699149906697,0.13057387216817914,1.001001001001001,1.1079104808331488,82.41,15.5,90.4593,0.75,0.6256,0.9646,7.6585,0.999,0.9026
2012-04-02,1677.5,137823.4,85.66364299864456,10.771691533156776,82.85599031867687,90.91512670133893,1.0426441455531228,0.13110627474630937,1.008471157724889,1.1065619121389842,82.16,15.64,90.247,0.7505,0.6241,0.9591,7.6274,0.9916,0.9037
2012-04-03,1676.25,137754.225,85.24012031946894,10.680356098511925,82.9347058229892,91.06826241134753,1.0372368011617052,0.12996296055624149,1.0091835704914724,1.1081560283687943,82.18,15.66,90.1921,0.7498,0.6263,0.9641,7.6945,0.9909,0.9024
2012-04-04,1621.0,133927.02000000002,84.72977130550713,10.580099884748368,82.94347957032427,90.11780104712042,1.0255358424776946,0.12805736970162632,1.0039152695512499,1.0907504363001745,82.62,16.44,90.8284,0.7618,0.6298,0.9751,7.809,0.9961,0.9168
2012-04-05,1631.0,134280.23,84.82382031732948,10.510928403635992,82.93542862899163,89.48913043478261,1.030290541932825,0.12766826677561025,1.0073536818777071,1.0869565217391304,82.33,16.7,90.8781,0.7655,0.632,0.9706,7.8328,0.9927,0.92
2012-04-10,1644.0,133065.36,83.05797845048743,10.095668117695482,80.72205046374789,88.02610114192495,1.026167265264238,0.12473027078941787,0.9973072703700011,1.0875475802066341,80.94,20.39,91.2728,0.7652,0.6315,0.9745,8.0173,1.0027,0.9195
2012-04-11,1658.0,134099.03999999998,83.2698445382477,10.10747313171707,80.55776892430278,88.24877250409165,1.0295480284155256,0.12496875781054735,0.9960159362549801,1.0911074740861975,80.88,20.02,91.1768,0.7631,0.6292,0.9713,8.002,1.004,0.9165
2012-04-12,1668.5,134931.595,84.43307579870537,10.252671881537077,81.26821424982414,88.62465753424658,1.044059302568386,0.12677966961218098,1.0049241282283188,1.095890410958904,80.87,17.2,90.7694,0.7592,0.6274,0.9578,7.8877,0.9951,0.9125
2012-04-13,1666.5,134969.835,84.0058085260865,10.200251889168765,81.16857085588293,88.13799107628685,1.0372368011617052,0.12594458438287154,1.0022048506714771,1.0882576994232234,80.99,19.55,91.0558,0.7644,0.6309,0.9641,7.94,0.9978,0.9189
2012-04-16,1653.0,133000.37999999998,83.1971874676869,10.10600884244373,80.25935162094763,87.46602891618653,1.0340192327577293,0.12560289389067525,0.9975062344139651,1.0870746820306554,80.46,19.55,91.2355,0.7653,0.6303,0.9671,7.9616,1.0025,0.9199
2012-04-17,1635.5,132017.56,83.98709811674124,10.361869552380586,81.71694675035432,88.16076889471385,1.0404744563520967,0.12836805689272282,1.0123506782749545,1.09217999126256,80.72,18.46,90.7661,0.762,0.6277,0.9611,7.7901,0.9878,0.9156
2012-04-18,1644.0,133640.76,84.27327389591541,10.40805090713545,82.09452635831146,88.72516917703558,1.036699149906697,0.1280360549530748,1.0098969905069684,1.0914647456887143,81.29,18.64,90.9326,0.7621,0.6242,0.9646,7.8103,0.9902,0.9162
2012-04-19,1650.0,134590.5,84.31879264006615,10.384204094103268,82.16983983076457,89.09885308574549,1.0336985734959685,0.12730420613097057,1.0073536818777071,1.0922992900054616,81.57,18.36,91.0833,0.7615,0.6227,0.9674,7.8552,0.9927,0.9155
2012-04-20,1641.5,133946.4,84.65608465608466,10.458856703409381,82.32445520581113,89.7196261682243,1.0374520178441746,0.1281722635221738,1.0088781275221954,1.0995052226498077,81.6,17.44,90.8066,0.7569,0.6202,0.9639,7.802,0.9912,0.9095
2012-04-23,1629.0,132209.63999999998,83.58393408856848,10.322941707686242,81.69099144438852,88.68006993006992,1.0298661174047374,0.1271924803805599,1.0065425264217414,1.0926573426573427,81.16,18.97,91.079,0.7617,0.621,0.971,7.8621,0.9935,0.9152
2012-04-24,1649.5,133955.895,83.63542739443872,10.422094172302717,82.17972070431087,89.26137612662123,1.0298661174047374,0.12833510863566946,1.0119409026512851,1.0991426687183996,81.21,18.1,90.8153,0.7572,0.6198,0.971,7.7921,0.9882,0.9098
2012-04-25,1637.75,133198.2075,84.03595784252944,10.477969595465087,82.58529650690495,89.40309992305156,1.0332713370531101,0.12883277505797475,1.0154346060113728,1.0992634934593823,81.33,16.82,90.756,0.757,0.6193,0.9678,7.762,0.9848,0.9097
2012-04-26,1653.5,133569.73,83.87498702107777,10.376897978059246,82.09349593495935,88.95496090738905,1.0383137784238397,0.12845875189476658,1.016260162601626,1.1012003083360864,80.78,16.24,90.6428,0.7557,0.6177,0.9631,7.7846,0.984,0.9081
2012-04-27,1663.5,133878.48,84.07856247388216,10.377820760799485,82.06383195676558,88.77123317891022,1.0447137484329294,0.1289490651192779,1.0196798205363515,1.1030222810500772,80.48,16.32,90.3269,0.7548,0.6158,0.9572,7.755,0.9807,0.9066
2012-04-30,1651.25,131786.2625,83.08348948573808,10.285589091940098,80.73032571312967,87.88679660830306,1.0410160316468873,0.1288759440162899,1.0115314586283632,1.1012003083360864,79.81,17.15,90.3634,0.7559,0.6163,0.9606,7.7594,0.9886,0.9081
2012-05-01,1664.0,133402.88,82.93162304748112,10.384715025906736,81.48185791238947,88.2249367227908,1.0344470880314471,0.1295336787564767,1.0163634515702815,1.1004732034774953,80.17,16.6,90.3227,0.7561,0.6165,0.9667,7.72,0.9839,0.9087
2012-05-02,1648.0,132153.12,82.6275115919629,10.356049746232227,81.0819009100101,87.78325123152709,1.0303967027305512,0.129143905053401,1.0111223458038423,1.0946907498631637,80.19,16.88,90.6144,0.7602,0.6176,0.9705,7.7433,0.989,0.9135
2012-05-03,1637.75,131609.59,82.44588078383092,10.3935745049601,81.42668963420813,87.94046837382359,1.0259567046270648,0.12933766183374937,1.013273887931908,1.094331363536879,80.36,17.56,90.6839,0.7606,0.6179,0.9747,7.7317,0.9869,0.9138
2012-05-04,1643.75,131237.0,81.35316894232729,10.201760774843153,80.20090406830738,87.00959023539669,1.0189525168127165,0.12777756481516975,1.0045203415369162,1.0897994768962511,79.84,19.16,91.0497,0.7639,0.6193,0.9814,7.8261,0.9955,0.9176
2012-05-08,1602.5,127863.475,80.72642654795631,10.105116514690984,79.81394418325497,86.46510619852623,1.011736139214893,0.12664640324214793,1.000300090027008,1.083658430862592,79.79,19.05,91.4107,0.7683,0.6189,0.9884,7.896,0.9997,0.9228
2012-05-09,1582.5,126030.3,80.16911616670022,9.965214344703321,79.52865987617335,85.89301121656601,1.00664384940608,0.12512825646287445,0.9986019572598361,1.0785159620362381,79.64,20.08,91.7632,0.772,0.62,0.9934,7.9918,1.0014,0.9272
2012-05-10,1598.5,127736.135,80.81512944983818,9.9688123752495,79.79031452820767,86.21210486568131,1.0113268608414239,0.124750499001996,0.9985022466300548,1.0788650339842487,79.91,18.83,91.7077,0.7717,0.6188,0.9888,8.016,1.0015,0.9269
2012-05-11,1583.0,126418.38,80.38248616004026,9.871324211072793,80.12441055483094,86.02822363460088,1.0065425264217414,0.12360786640461799,1.0033109260559847,1.0772379618657761,79.86,19.89,91.7306,0.773,0.6219,0.9935,8.0901,0.9967,0.9283
2012-05-14,1558.5,124415.055,79.81403719256149,9.775062142603499,79.68656418446795,85.3888116376083,0.9998000399920016,0.12244847980212326,0.9982032341784787,1.0696331158412664,79.83,21.87,92.2491,0.7784,0.6205,1.0002,8.1667,1.0018,0.9349
2012-05-15,1556.5,124660.085,79.90621570388107,9.678432889028532,79.85841060923323,85.15683147262095,0.9977052778609199,0.12084446109412575,0.9971083856815237,1.063264221158958,80.09,21.97,92.5235,0.7831,0.624,1.0023,8.2751,1.0029,0.9405
2012-05-16,1548.5,124375.51999999999,79.78543756829244,9.687613074418042,79.53262699277155,85.129835718071,0.9933445912387008,0.12061271257990591,0.9901970492127933,1.0598834128245893,80.32,22.27,92.903,0.7855,0.6276,1.0067,8.291,1.0099,0.9435
2012-05-17,1554.0,123170.04000000001,78.66216752679635,9.537791362318144,77.99645739027751,83.87301587301589,0.9924573243350535,0.12033549536106665,0.98405825624877,1.0582010582010584,79.26,24.49,92.9632,0.7868,0.632,1.0076,8.3101,1.0162,0.945
2012-05-18,1589.5,125793.03,77.71013354281226,9.48727477612477,77.50465184604839,83.8169879262868,0.9819324430479184,0.11987964084059605,0.9793360101850946,1.0590976488032195,79.14,25.1,93.1395,0.7861,0.6334,1.0184,8.3417,1.0211,0.9442
2012-05-21,1592.5,126301.175,78.14563011134103,9.584869176385281,77.57996674166097,84.31852009355731,0.9853187506158243,0.12085322375974379,0.9781864423359092,1.06315118009781,79.31,22.01,93.0945,0.7831,0.6333,1.0149,8.2745,1.0223,0.9406
2012-05-22,1582.5,126568.35,78.96919431279622,9.656621269197334,78.48101265822785,84.80542890467606,0.9873617693522908,0.1207379503525548,0.9812579727210284,1.060332944544587,79.98,22.48,93.1113,0.7852,0.6339,1.0128,8.2824,1.0191,0.9431
2012-05-23,1549.0,122882.17,77.01941747572815,9.402519823161988,77.21432742846018,83.02459445316588,0.970873786407767,0.11852413744058979,0.9733307377846991,1.0465724751439036,79.33,22.33,93.8855,0.7956,0.6373,1.03,8.4371,1.0274,0.9555
2012-05-24,1568.5,124648.69499999999,77.67569152575507,9.515655870202957,77.35059373175004,83.14500941619586,0.977421561919656,0.11973896904747651,0.9733307377846991,1.0462439840970914,79.47,21.54,93.8027,0.7947,0.637,1.0231,8.3515,1.0274,0.9558
2012-05-25,1569.5,124994.98,77.87229881685734,9.503579952267302,77.43315508021391,83.02752293577981,0.977803852547179,0.11933174224343675,0.9722897423432183,1.042535446205171,79.64,21.76,93.9488,0.7988,0.6391,1.0227,8.38,1.0285,0.9592
2012-05-29,1579.5,125475.48,78.0506975830222,9.525179856115107,77.47976202087193,82.60372257460746,0.982511298879937,0.11990407673860912,0.9753242953281965,1.0398253093480296,79.44,21.03,93.875,0.8008,0.6398,1.0178,8.34,1.0253,0.9617
2012-05-30,1540.0,121552.20000000001,76.8249951333463,9.278459585272959,76.71299446010303,81.52241272464369,0.9733307377846991,0.11755301641040108,0.9719117504130625,1.032844453625284,78.93,24.14,94.302,0.8061,0.6438,1.0274,8.5068,1.0289,0.9682
2012-05-31,1558.0,121975.82,76.0244707710235,9.178194607268466,75.64982123876705,80.6033151446515,0.9710623422023693,0.1172332942555686,0.9662769349695624,1.0295480284155256,78.29,24.06,94.6856,0.8088,0.6491,1.0298,8.53,1.0349,0.9713
2012-06-01,1606.0,125605.26,75.77019957372602,9.115384615384615,75.36134129890151,80.870644193982,0.968804495252858,0.11655011655011654,0.9635767970707265,1.0340192327577293,78.21,26.66,94.6979,0.8052,0.6501,1.0322,8.58,1.0378,0.9671
2012-06-06,1635.0,129344.85,78.35776545166402,9.504871982794873,76.82074189162944,82.58690886313812,0.9904912836767036,0.12014754118056974,0.9710623422023693,1.043950307965341,79.11,22.16,94.0362,0.7978,0.6462,1.0096,8.3231,1.0298,0.9579
2012-06-07,1606.0,127950.02,79.16335453100159,9.58078791668671,77.7723545490043,83.35425821301529,0.9936406995230525,0.12025590456491414,0.9761811792268645,1.0462439840970914,79.67,21.72,93.774,0.7957,0.6428,1.0064,8.3156,1.0244,0.9558
2012-06-08,1576.5,125284.455,78.42692193822164,9.428388382687926,76.91637630662022,82.60914760914761,0.9868745682423763,0.11864085041761578,0.9678668215253582,1.0395010395010396,79.47,21.23,94.2024,0.8012,0.648,1.0133,8.4288,1.0332,0.962
2012-06-11,1584.0,125928.0,78.90035728463675,9.424679620167629,77.32710825795156,82.7780091628488,0.9924573243350535,0.11854942918449848,0.9726680284019065,1.0412328196584757,79.5,23.56,94.0369,0.7997,0.6445,1.0076,8.4353,1.0281,0.9604
2012-06-12,1603.5,127382.04,78.84080984517665,9.417678300455234,77.3590417762197,82.54364089775561,0.9924573243350535,0.11855083459787556,0.97380465478625,1.0390689941812137,79.44,22.09,94.0693,0.8015,0.6426,1.0076,8.4352,1.0269,0.9624
2012-06-13,1619.5,128507.325,79.13633190385958,9.493898061737257,77.26387536514119,83.23717612503933,0.9973072703700011,0.11964584828906435,0.9737098344693282,1.0489877268435959,79.35,24.27,93.8309,0.7939,0.6428,1.0027,8.358,1.027,0.9533
2012-06-14,1613.5,127934.41500000001,79.20287683548096,9.432548179871521,77.37874499853616,83.24409448818898,0.9989012086704624,0.118962645729241,0.9758953840148337,1.0498687664041995,79.29,21.68,93.8152,0.7931,0.6438,1.0011,8.406,1.0247,0.9525
2012-06-15,1627.25,127983.21250000001,79.10087498742836,9.40339550454328,76.7766497461929,82.73721859877972,1.0057326762546515,0.11956001912960305,0.9761811792268645,1.051967178624027,78.65,21.11,93.5203,0.7916,0.6388,0.9943,8.364,1.0244,0.9506
2012-06-18,1615.5,127543.725,79.64289317058409,9.47153740027593,76.91932969602495,82.69613491149052,1.0087763542822556,0.11996880810989144,0.9742790335151987,1.0474494605635278,78.95,18.32,93.6431,0.795,0.6384,0.9913,8.3355,1.0264,0.9547
2012-06-19,1625.5,128284.46,80.46492659053834,9.621222280468626,77.54741082833841,83.41612937321636,1.0195758564437194,0.12191107805966328,0.9826078412105728,1.056970721911003,78.92,18.38,93.0524,0.7879,0.6356,0.9808,8.2027,1.0177,0.9461
2012-06-20,1601.0,127343.54000000001,81.08053007135577,9.724786345685956,78.03394486412243,84.14260023273036,1.019367991845056,0.12226284065483978,0.9810654370646521,1.0578652279699565,79.54,17.24,93.1602,0.7872,0.6349,0.981,8.1791,1.0193,0.9453
2012-06-21,1582.0,126844.76000000001,80.94084393296993,9.647339100720725,78.22439024390245,84.02850555439112,1.0094891984655763,0.12032101647194716,0.9756097560975611,1.0479983232026828,80.18,20.08,93.6378,0.7945,0.6397,0.9906,8.3111,1.025,0.9542
2012-06-22,1565.5,126054.06,80.99788753646514,9.570902175205038,78.49483330083837,84.12035102381947,1.0059350165979277,0.1188636633781053,0.9748488984207447,1.0447137484329294,80.52,18.11,93.9205,0.7971,0.6418,0.9941,8.413,1.0258,0.9572
2012-06-25,1570.0,124815.0,79.34923645074359,9.347332776804505,77.17697310940686,82.63174306205177,0.9981036031540074,0.11757651291577993,0.9707795359673818,1.0393929944912172,79.5,20.38,94.1757,0.8013,0.6429,1.0019,8.5051,1.0301,0.9621
2012-06-26,1576.0,125228.95999999999,79.82720514366083,9.407669630489089,77.41621200311769,82.51298026998961,1.004621257785815,0.11839503688005398,0.9742790335151987,1.0384215991692627,79.46,19.72,93.9859,0.8019,0.6402,0.9954,8.4463,1.0264,0.963
2012-06-27,1573.5,125612.50499999999,80.39274924471299,9.474246380251602,77.82218756092806,82.79402613565651,1.0070493454179255,0.11868027533823879,0.9748488984207447,1.0371292263015972,79.83,19.45,93.8728,0.8028,0.6431,0.993,8.426,1.0258,0.9642
2012-06-28,1558.5,123666.97499999999,79.54887218045111,9.421528816698723,76.80766624721711,82.13435462167477,1.0025062656641603,0.1187338225166821,0.9679605072113059,1.0350895352447986,79.35,19.71,94.0203,0.8043,0.645,0.9975,8.4222,1.0331,0.9661
2012-06-29,1598.5,127576.285,81.69720544579793,9.762691131498471,78.32188420019628,84.14338429098576,1.0236462278636502,0.12232415902140671,0.9813542688910698,1.0542962572482868,79.81,17.08,92.9096,0.7894,0.6375,0.9769,8.175,1.019,0.9485
2012-07-02,1592.0,126436.64,81.31463089996929,9.717956561639646,77.91621701167468,83.21458507963118,1.0238558410975735,0.1223615784643622,0.9810654370646521,1.0477787091366304,79.42,16.8,92.951,0.7947,0.6378,0.9767,8.1725,1.0193,0.9544
2012-07-03,1617.5,129027.97499999999,82.11859172328597,9.878270776317907,78.80075076558332,83.81843017757697,1.0294420424130122,0.12383440862878159,0.9878494517435543,1.0507512871703268,79.77,16.66,92.6508,0.7924,0.6369,0.9714,8.0753,1.0123,0.9517
2012-07-05,1604.0,128239.8,82.27848101265823,9.833948339483394,78.92398815399804,82.4396782841823,1.0291242152927857,0.12300123001230011,0.987166831194472,1.031140441328109,79.95,17.5,93.2211,0.8075,0.6439,0.9717,8.13,1.013,0.9698
2012-07-06,1587.0,126341.06999999999,81.10228198859005,9.622753260567382,78.06432633849774,81.42579523371177,1.0187449062754685,0.12087367492233868,0.9805844283192783,1.0228086325048584,79.61,17.1,93.7087,0.8141,0.646,0.9816,8.2731,1.0198,0.9777
2012-07-09,1585.0,126261.09999999999,81.06237915945863,9.627982305591143,78.02154750244858,81.5854158131913,1.0176045588684237,0.12086344847591192,0.9794319294809012,1.0241704219582137,79.66,17.98,93.6974,0.8131,0.6449,0.9827,8.2738,1.021,0.9764
2012-07-10,1595.25,126726.66,81.16889751711453,9.693715680292861,77.8670848853166,81.0777709736681,1.021763563911311,0.12202562538133008,0.9801999607920016,1.0206164523372117,79.44,18.72,93.5552,0.816,0.6449,0.9787,8.195,1.0202,0.9798
2012-07-11,1577.0,125686.90000000001,81.71006766454788,9.672212715865099,78.17557626287396,81.26019575856444,1.025220422390814,0.12135775051273649,0.9808729769494849,1.0195758564437194,79.7,17.95,93.5981,0.8167,0.6438,0.9754,8.2401,1.0195,0.9808
2012-07-12,1556.25,123395.06250000001,80.32620808428732,9.502636625119848,77.62114537444934,80.55470893020421,1.013068584743187,0.11984659635666348,0.978952520802741,1.015950421619425,79.29,18.33,93.9298,0.8197,0.6483,0.9871,8.344,1.0215,0.9843
2012-07-13,1595.5,126363.6,80.88235294117648,9.574236599695366,78.02186976652548,80.67637771213202,1.0212418300653596,0.12088682575372936,0.9851246182642105,1.0186411327289395,79.2,16.74,93.5515,0.8175,0.6431,0.9792,8.2722,1.0151,0.9817
